id_klient;id_ulica;imie;nazwisko;nr_tel;email
398;798;Jillana;Mongain;501-373-0511;jmongainb1@zimbio.com
399;799;Hubert;Horley;411-403-5506;hhorleyb2@indiatimes.com
400;800;Loise;Stichall;552-205-3474;lstichallb3@a8.net
401;801;Averill;Ghidotti;183-858-5458;aghidottib4@macromedia.com
402;802;Tallie;Thompson;464-216-3997;tthompsonb5@vimeo.com
403;803;Karrah;Klemensiewicz;281-233-8241;kklemensiewiczb6@sfgate.com
404;804;Matelda;Gaythwaite;292-689-6640;mgaythwaiteb7@biglobe.ne.jp
405;805;Thelma;Knapper;250-934-1085;tknapperb8@webnode.com
406;806;Quinlan;Issacson;267-918-5994;qissacsonb9@narod.ru
407;807;Bram;Dunlea;545-588-2827;bdunleaba@bloglines.com
408;808;Kara;Bountiff;246-482-0040;kbountiffbb@tmall.com
409;809;Tadeas;Maidment;743-527-1345;tmaidmentbc@hhs.gov
410;810;Gerrard;Emloch;461-122-4373;gemlochbd@symantec.com
411;811;Breena;Philippard;915-124-3760;bphilippardbe@omniture.com
412;812;Althea;Cabel;177-463-5199;acabelbf@nasa.gov
413;813;Doretta;Sneath;593-419-1601;dsneathbg@slashdot.org
414;814;Lorenza;Tethcote;267-192-8466;ltethcotebh@globo.com
415;815;Kurtis;Geharke;295-352-1816;kgeharkebi@rambler.ru
416;816;Duffy;Konneke;185-171-0010;dkonnekebj@cdbaby.com
417;817;Quillan;Vickar;395-302-6280;qvickarbk@typepad.com
418;818;Bartel;Haston;370-766-0653;bhastonbl@baidu.com
419;819;Ketti;Reiach;424-539-0167;kreiachbm@army.mil
420;820;Rana;Thorowgood;717-214-7864;rthorowgoodbn@washingtonpost.com
421;821;Elihu;Drissell;100-563-9303;edrissellbo@bloglines.com
422;822;Ileana;Papa;137-349-3501;ipapabp@is.gd
423;823;Kristos;Wellsman;933-625-4830;kwellsmanbq@mayoclinic.com
424;824;Rosalie;De Winton;669-718-7626;rdewintonbr@slashdot.org
425;825;Pamela;Errigo;425-911-1717;perrigobs@auda.org.au
426;826;Amalee;Kubicki;800-284-2370;akubickibt@ucoz.ru
427;827;Skyler;Creaser;985-866-1091;screaserbu@netscape.com
428;828;Ginny;Haggard;599-323-4698;ghaggardbv@mayoclinic.com
429;829;Vickie;Brownlee;547-609-1572;vbrownleebw@cocolog-nifty.com
430;830;Petronella;Parnall;577-858-4285;pparnallbx@geocities.com
431;831;Kessia;Milhench;231-158-9283;kmilhenchby@ifeng.com
432;832;Justinn;Treherne;657-683-3557;jtrehernebz@macromedia.com
433;833;Maridel;Pigdon;202-137-2671;mpigdonc0@who.int
434;834;Wesley;Scouse;936-693-3073;wscousec1@studiopress.com
435;835;Ninon;Wassell;930-857-0638;nwassellc2@infoseek.co.jp
436;836;Jacqueline;Overbury;622-116-8097;joverburyc3@sciencedaily.com
437;837;Perice;Chominski;356-306-2321;pchominskic4@ibm.com
438;838;Jeno;Monday;649-685-6001;jmondayc5@cnn.com
439;839;Rem;Veschambre;514-958-7479;rveschambrec6@army.mil
440;840;Tymon;Claydon;438-890-9619;tclaydonc7@bigcartel.com
441;841;Greg;Semarke;564-413-3665;gsemarkec8@i2i.jp
442;842;Brana;Gurg;401-580-6046;bgurgc9@example.com
443;843;Valencia;Casillis;934-602-7464;vcasillisca@behance.net
444;844;Boigie;Bachelar;495-547-5061;bbachelarcb@dot.gov
445;845;Kiri;Hinrichsen;327-692-3897;khinrichsencc@un.org
446;846;Manuel;Sharrier;679-439-9531;msharriercd@multiply.com
447;847;Billie;Mordy;475-469-6031;bmordyce@amazonaws.com
448;848;Sutherland;Wellwood;112-721-4599;swellwoodcf@abc.net.au
449;849;Ahmad;Colter;505-904-3794;acoltercg@ycombinator.com
450;850;Marga;Gudge;815-951-7088;mgudgech@mail.ru
451;851;Sergio;Borrington;147-169-6835;sborringtonci@dmoz.org
452;852;Bobbee;Lideard;258-347-2991;blideardcj@joomla.org
453;853;Shelby;Garlant;498-248-2475;sgarlantck@deviantart.com
454;854;Helyn;Oxbrough;345-440-3299;hoxbroughcl@liveinternet.ru
455;855;Sianna;Nutbrown;152-971-4634;snutbrowncm@princeton.edu
456;856;Jolyn;Hinks;474-735-4459;jhinkscn@constantcontact.com
457;857;Esteban;Scottrell;390-848-7499;escottrellco@webmd.com
458;858;Patric;Jiruca;400-493-2226;pjirucacp@bandcamp.com
459;859;Ardath;Barrand;149-690-5535;abarrandcq@ifeng.com
460;860;Wilma;Pettegre;976-433-3719;wpettegrecr@irs.gov
461;861;Madison;Maciejewski;931-169-0905;mmaciejewskics@nba.com
462;862;Kirstyn;Kreuzer;614-773-6516;kkreuzerct@bbc.co.uk
463;863;Temp;Emtage;584-805-6809;temtagecu@whitehouse.gov
464;864;Paulie;Jerdein;420-535-7112;pjerdeincv@chronoengine.com
465;865;Niccolo;Jamary;354-215-7610;njamarycw@usda.gov
466;866;Audrey;Bridgland;955-802-0274;abridglandcx@godaddy.com
467;867;Marlena;Vidgen;711-610-0969;mvidgency@last.fm
468;868;Birgitta;Goldingay;751-735-1327;bgoldingaycz@sina.com.cn
469;869;Effie;Topley;562-677-8213;etopleyd0@redcross.org
470;870;Moses;Ilchenko;463-768-9592;milchenkod1@marketwatch.com
471;871;Iver;Hodcroft;751-977-3442;ihodcroftd2@dmoz.org
472;872;Andrej;Wolfenden;256-743-3555;awolfendend3@ning.com
473;873;Boyce;Cluff;687-203-3896;bcluffd4@ft.com
474;874;Gisela;Petrosian;897-853-0850;gpetrosiand5@shop-pro.jp
475;875;Meryl;Conechie;587-654-2875;mconechied6@columbia.edu
476;876;Artur;Adney;444-908-0858;aadneyd7@mtv.com
477;877;Milton;Strode;173-229-5643;mstroded8@bbb.org
478;878;Barbey;Rainon;485-727-2229;brainond9@businessinsider.com
479;879;Dale;Seamark;738-183-9947;dseamarkda@hibu.com
480;880;Redd;Elmer;620-892-3685;relmerdb@t-online.de
481;881;Hollyanne;Brunstan;243-203-2085;hbrunstandc@smh.com.au
482;882;Inger;Render;399-617-7516;irenderdd@blogspot.com
483;883;Lyda;Khristoforov;821-485-0468;lkhristoforovde@rambler.ru
484;884;Elroy;Stichall;562-927-5089;estichalldf@constantcontact.com
485;885;Gregorio;Bark;390-738-3598;gbarkdg@rambler.ru
486;886;Ange;McEvon;650-109-5230;amcevondh@posterous.com
487;887;Kermit;Stanlock;162-532-1635;kstanlockdi@tinyurl.com
488;888;Sergio;Derkes;224-913-9008;sderkesdj@bizjournals.com
489;889;Rabi;Edlestone;406-379-0919;redlestonedk@google.ru
490;890;Ring;Duffell;193-467-3880;rduffelldl@virginia.edu
491;891;Lelia;Paxforde;617-467-9097;lpaxfordedm@goo.ne.jp
492;892;Robby;Starsmeare;638-587-9030;rstarsmearedn@miitbeian.gov.cn
493;893;Camilla;Agus;459-160-1623;cagusdo@scientificamerican.com
494;894;Rosemonde;Orchart;810-445-5518;rorchartdp@businessweek.com
495;895;Galven;Bartrum;325-561-4953;gbartrumdq@foxnews.com
496;896;Bradney;Duns;717-502-3129;bdunsdr@51.la
497;897;Brietta;Antoniottii;184-546-3435;bantoniottiids@seesaa.net
498;898;Barb;Ranald;733-790-3068;branalddt@jalbum.net
499;899;Ermanno;Antognazzi;292-457-6499;eantognazzidu@posterous.com
500;900;Ruby;Benion;272-199-9773;rbeniondv@canalblog.com
